"importer","exporter","species","quantity","hs_year","year","common_name","Genus","Subfamily","Family","Order","Class","Superclass","Phylum","Kingdom","isscaap_group","prod_method","habitat"
"AUS","KOR","crangonidae",10.791662067795,96,2001,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","KOR","metapenaeus joyneri",2.23853467712635,96,2001,"shiba shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","KOR","penaeus chinensis",1.95320363232702,96,2001,"fleshy prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","KOR","trachysalambria curvirostris",2.95186228912468,96,2001,"southern rough shrimp","trachysalambria",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","MEX","litopenaeus vannamei",34.5191320725684,96,2001,"whiteleg shrimp","litopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","MEX","penaeus",41.3454568742728,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","MMR","penaeus monodon",2425.4168575,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","MYS","crangonidae",289.0739628186,96,2001,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","MYS","fenneropenaeus merguiensis",50.1105254576545,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","MYS","penaeus monodon",2229.71864470552,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","MYS","sergestidae",722.722418710603,96,2001,"sergestid shrimps nei",NA,NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","NCL","litopenaeus stylirostris",305.713004259221,96,2001,"blue shrimp","litopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","NLD","crangon crangon",86.6892504466262,96,2001,"common shrimp","crangon",NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PHL","crangonidae",3.25424588234698,96,2001,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Inland"
"AUS","PHL","fenneropenaeus merguiensis",2.90527582671346,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","PHL","metapenaeus",1.5745042603252,96,2001,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","PHL","metapenaeus",26.7173691673932,96,2001,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PHL","penaeus",100.979344924286,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PHL","penaeus monodon",92.6637269557872,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","PHL","sergestidae",52.2845555323524,96,2001,"sergestid shrimps nei",NA,NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PNG","fenneropenaeus merguiensis",186.214814627118,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PNG","metapenaeus",68.5168659249376,96,2001,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PNG","penaeus monodon",35.2150968181104,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","SGP","crangonidae",3.38716646231097,96,2001,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","SGP","penaeus",562.942834975903,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","SGP","penaeus monodon",221.934208579069,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","SWE","pandalus borealis",8.46688715645047,96,2001,"northern prawn","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","fenneropenaeus merguiensis",132.677307307898,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","THA","fenneropenaeus merguiensis",512.780681884803,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","melicertus latisulcatus",81.9948925076764,96,2001,"western king prawn","melicertus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","metapenaeus",29.0706451716603,96,2001,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","THA","metapenaeus",479.11886203763,96,2001,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","penaeus",52.9410192256992,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","THA","penaeus",3799.84567779836,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","penaeus monodon",10507.486167076,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","THA","penaeus monodon",65.6502434672412,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","penaeus semisulcatus",61.1019631667781,96,2001,"green tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","sergestidae",159.336373062253,96,2001,"sergestid shrimps nei",NA,NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","TZA","penaeus",30.222516,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","crangonidae",95.9454227435577,96,2001,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","farfantepenaeus aztecus",1695.61542312966,96,2001,"northern brown shrimp","farfantepenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","farfantepenaeus duorarum",178.100436009619,96,2001,"northern pink shrimp","farfantepenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","litopenaeus setiferus",1008.13004803624,96,2001,"northern white shrimp","litopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","litopenaeus vannamei",114.802047052558,96,2001,"whiteleg shrimp","litopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","USA","pandalus borealis",31.7108074722014,96,2001,"northern prawn","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","pandalus jordani",438.198823863071,96,2001,"ocean shrimp","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","pandalus platyceros",4.69331998866408,96,2001,"spot shrimp","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","pleoticus robustus",7.86315390770946,96,2001,"royal red shrimp","pleoticus",NA,"solenoceridae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","sicyonia brevirostris",79.4669991797887,96,2001,"rock shrimp","sicyonia",NA,"sicyoniidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","sicyonia ingentis",3.95614930981632,96,2001,"pacific rock shrimp","sicyonia",NA,"sicyoniidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","xiphopenaeus kroyeri",97.0853784042502,96,2001,"seabob","xiphopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","VNM","crangonidae",112.274081079048,96,2001,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Inland"
"AUS","VNM","crangonidae",1114.87928227533,96,2001,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","VNM","fenneropenaeus indicus",144.131050120022,96,2001,"indian white prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","VNM","fenneropenaeus merguiensis",575.392459089535,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","VNM","penaeus monodon",3329.97198365419,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"BEL","AUS","fenneropenaeus merguiensis",1.56011753146041,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"BEL","AUS","penaeus",4.19970292825633,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"BEL","AUS","penaeus monodon",1.64540620385419,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CAN","AUS","fenneropenaeus merguiensis",14.2462143244766,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CAN","AUS","metapenaeus endeavouri",7.14988978805513,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CAN","AUS","penaeus",28.5085014991105,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CAN","AUS","penaeus monodon",5.69680229341609,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CAN","AUS","penaeus monodon",9.50060929777679,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHE","AUS","fenneropenaeus merguiensis",7.35651904864404,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHE","AUS","metapenaeus endeavouri",3.69208964736429,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHE","AUS","penaeus",25.6062551938323,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHE","AUS","penaeus monodon",4.02925205870764,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CHE","AUS","penaeus monodon",6.71962051698467,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","fenneropenaeus merguiensis",482.469253402535,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","marsupenaeus japonicus",19.0206108898665,96,2001,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CHN","AUS","melicertus latisulcatus",5.15942063332943,96,2001,"western king prawn","melicertus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","metapenaeus endeavouri",242.492769766483,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","penaeus",1343.21021862316,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","penaeus monodon",301.496524967872,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CHN","AUS","penaeus monodon",502.808512710297,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DEU","AUS","fenneropenaeus merguiensis",3.06638579580416,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DEU","AUS","metapenaeus endeavouri",1.53895764785659,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DEU","AUS","penaeus",18.880829642943,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DEU","AUS","penaeus monodon",1.35887189301894,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"DEU","AUS","penaeus monodon",2.26620308663753,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DNK","AUS","fenneropenaeus merguiensis",1.34727985154798,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DNK","AUS","penaeus",2.94415279739324,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"EGY","AUS","fenneropenaeus merguiensis",19.0759940117417,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"EGY","AUS","metapenaeus endeavouri",9.88894254801154,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"EGY","AUS","penaeus",51.8632368411888,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"EGY","AUS","penaeus monodon",11.027103040731,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"EGY","AUS","penaeus monodon",18.3900006144482,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ESP","AUS","fenneropenaeus merguiensis",484.978668572838,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ESP","AUS","marsupenaeus japonicus",19.1103039804608,96,2001,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"ESP","AUS","melicertus latisulcatus",5.17874649852181,96,2001,"western king prawn","melicertus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ESP","AUS","metapenaeus endeavouri",243.401085430525,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ESP","AUS","penaeus",1305.49188814125,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ESP","AUS","penaeus monodon",306.693253008181,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"ESP","AUS","penaeus monodon",511.475143601603,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"FJI","AUS","fenneropenaeus merguiensis",1.51913098623503,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"FJI","AUS","penaeus",4.11528493336429,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"FJI","AUS","penaeus monodon",1.51472572921158,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"FRA","AUS","fenneropenaeus merguiensis",7.44006080619202,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"FRA","AUS","metapenaeus endeavouri",3.73401758313472,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"FRA","AUS","penaeus",20.3600816197524,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"FRA","AUS","penaeus monodon",4.68699868997541,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"FRA","AUS","penaeus monodon",7.81655059086595,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"GBR","AUS","fenneropenaeus merguiensis",2.39758929911452,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"GBR","AUS","metapenaeus endeavouri",1.20330207416832,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"GBR","AUS","penaeus",6.45410528194093,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"GBR","AUS","penaeus monodon",1.51624818465826,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"GBR","AUS","penaeus monodon",2.5286609678468,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"GRC","AUS","fenneropenaeus merguiensis",62.7493823195944,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"GRC","AUS","marsupenaeus japonicus",2.47841902114522,96,2001,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"GRC","AUS","metapenaeus endeavouri",31.714883873531,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"GRC","AUS","penaeus",186.428928025955,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"GRC","AUS","penaeus monodon",38.015214479775,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"GRC","AUS","penaeus monodon",63.3983209424238,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"HKG","AUS","fenneropenaeus merguiensis",698.15437811537,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"HKG","AUS","marsupenaeus japonicus",27.5180389426731,96,2001,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"HKG","AUS","melicertus latisulcatus",7.46133519168369,96,2001,"western king prawn","melicertus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"HKG","AUS","metapenaeus endeavouri",350.682754009133,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"HKG","AUS","penaeus",1878.94208838333,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"HKG","AUS","penaeus monodon",440.247327940951,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"HKG","AUS","penaeus monodon",734.204496089171,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"HRV","AUS","penaeus",2.36541097805897,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"IDN","AUS","fenneropenaeus merguiensis",14.5985967320346,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"IDN","AUS","metapenaeus endeavouri",7.32674346440057,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"IDN","AUS","penaeus",39.2981735078429,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"IDN","AUS","penaeus monodon",9.23222997436647,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"IDN","AUS","penaeus monodon",15.396674382583,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ITA","AUS","fenneropenaeus merguiensis",6.57341594959961,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ITA","AUS","metapenaeus endeavouri",3.31101970746358,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ITA","AUS","penaeus",17.7145090962859,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ITA","AUS","penaeus monodon",4.11773372586839,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"ITA","AUS","penaeus monodon",6.86718220271875,96,2001,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"JPN","AUS","fenneropenaeus merguiensis",1760.29461426125,96,2001,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"JPN","AUS","marsupenaeus japonicus",69.4681167595809,96,2001,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"JPN","AUS","melicertus latisulcatus",18.8820889362133,96,2001,"western king prawn","melicertus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"JPN","AUS","metapenaeus endeavouri",887.458180002024,96,2001,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"JPN","AUS","penaeus",4744.24769397673,96,2001,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
