"importer","exporter","species","quantity","hs_year","year","common_name","Genus","Subfamily","Family","Order","Class","Superclass","Phylum","Kingdom","isscaap_group","prod_method","habitat"
"ARE","AUS","fenneropenaeus merguiensis",1.38707139554756,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ARE","AUS","metapenaeus endeavouri",1.87463825500337,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ARE","AUS","penaeus",9.59520098583315,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ARE","AUS","penaeus monodon",2.20866231167079,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"ARE","AUS","penaeus monodon",4.05670870099693,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","ARG","pleoticus muelleri",5.68848984994467,96,2000,"argentine red shrimp","pleoticus",NA,"solenoceridae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","BGD","penaeus",1.98562831203304,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","CHN","acetes japonicus",248.806104997853,96,2000,"akiami paste shrimp","acetes",NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","CHN","penaeus",272.405030798833,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","CHN","penaeus",2.65268418098365,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","CHN","penaeus chinensis",33.5600507300629,96,2000,"fleshy prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","CHN","trachysalambria curvirostris",124.331153677061,96,2000,"southern rough shrimp","trachysalambria",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","DNK","crangon crangon",31.1286113182435,96,2000,"common shrimp","crangon",NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","DNK","palaemon serratus",2.0242981520477,96,2000,"common prawn","palaemon",NA,"palaemonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","DNK","pandalus borealis",249.927300852016,96,2000,"northern prawn","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","ESP","aristeus antennatus",2.02124162564948,96,2000,"blue and red shrimp","aristeus",NA,"aristeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","ESP","aristeus varidens",4.89601274606804,96,2000,"striped red shrimp","aristeus",NA,"aristeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","ESP","crangonidae",2.05297767484584,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","ESP","pandalus borealis",4.88334698598155,96,2000,"northern prawn","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","ESP","parapenaeus longirostris",15.0519664583664,96,2000,"deep-water rose shrimp","parapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","GBR","crangon crangon",3.74568004676362,96,2000,"common shrimp","crangon",NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","GBR","pandalus",1.52614067450068,96,2000,"pandalus shrimps nei","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","GBR","pandalus borealis",1.78823874686058,96,2000,"northern prawn","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","IDN","acetes japonicus",2.10742982798399,96,2000,"akiami paste shrimp","acetes",NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","IDN","crangonidae",28.948613173934,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Inland"
"AUS","IDN","crangonidae",382.781341353115,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","IDN","fenneropenaeus merguiensis",105.362734433583,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","IDN","fenneropenaeus merguiensis",255.952251716546,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","IDN","metapenaeus",85.791359937834,96,2000,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","IDN","metapenaeus",170.709982904621,96,2000,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","IDN","penaeus monodon",539.741635719749,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","IDN","penaeus monodon",244.492229736474,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","IND","fenneropenaeus indicus",27.3562156127005,96,2000,"indian white prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","IND","penaeus",71.3646774716325,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Inland"
"AUS","IND","penaeus monodon",712.280888121161,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","IND","penaeus monodon",1601.80403780085,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","JPN","crangonidae",36.5373123814019,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","JPN","marsupenaeus japonicus",12.8058743023827,96,2000,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","JPN","marsupenaeus japonicus",8.88307771598646,96,2000,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","KHM","penaeus",45.4429682518398,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","KOR","acetes japonicus",28.7766569355566,96,2000,"akiami paste shrimp","acetes",NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","KOR","crangonidae",46.3456247830159,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","KOR","marsupenaeus japonicus",1.18344214816158,96,2000,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","KOR","metapenaeus joyneri",5.39317968023553,96,2000,"shiba shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","KOR","penaeus chinensis",2.3827936168305,96,2000,"fleshy prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","KOR","penaeus chinensis",2.49185066492378,96,2000,"fleshy prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","MEX","litopenaeus vannamei",84.8395127669646,96,2000,"whiteleg shrimp","litopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","MEX","penaeus",156.088992470332,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","MMR","penaeus monodon",1493.2522,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","MYS","crangonidae",324.259340945641,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","MYS","fenneropenaeus merguiensis",47.8951174494863,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","MYS","penaeus monodon",2357.13441366274,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","MYS","sergestidae",1615.79369967024,96,2000,"sergestid shrimps nei",NA,NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","NCL","litopenaeus stylirostris",303.289426,96,2000,"blue shrimp","litopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","NLD","crangon crangon",399.710558011788,96,2000,"common shrimp","crangon",NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PHL","crangonidae",5.32253324970299,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Inland"
"AUS","PHL","fenneropenaeus merguiensis",2.55658163600876,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","PHL","metapenaeus",1.12883768041059,96,2000,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","PHL","metapenaeus",20.542100889417,96,2000,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PHL","penaeus",67.0282390676873,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PHL","penaeus monodon",112.894678252599,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","PHL","sergestidae",57.1131517160404,96,2000,"sergestid shrimps nei",NA,NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PNG","fenneropenaeus merguiensis",120.32619777454,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PNG","metapenaeus",37.5729394517465,96,2000,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","PNG","penaeus monodon",21.9359886233991,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","SGP","crangonidae",4.85221378926108,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","SGP","penaeus",160.279644617084,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","SGP","penaeus monodon",819.696258822314,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","SWE","pandalus borealis",90.7241432056216,96,2000,"northern prawn","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","fenneropenaeus merguiensis",98.8364358902811,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","THA","fenneropenaeus merguiensis",416.239577425633,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","melicertus latisulcatus",94.4260640798324,96,2000,"western king prawn","melicertus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","metapenaeus",26.9555378626392,96,2000,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","THA","metapenaeus",463.1750347373,96,2000,"metapenaeus shrimps nei","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","penaeus",46.9505093112933,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","THA","penaeus",3336.92156422216,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","penaeus monodon",10936.3849342866,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","THA","penaeus monodon",81.5061673102992,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","penaeus semisulcatus",63.8209103692515,96,2000,"green tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","THA","sergestidae",140.223225939282,96,2000,"sergestid shrimps nei",NA,NA,"sergestidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","TZA","penaeus",18.181624,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","crangonidae",100.544546664559,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","farfantepenaeus aztecus",2249.33812505451,96,2000,"northern brown shrimp","farfantepenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","farfantepenaeus duorarum",173.686414236447,96,2000,"northern pink shrimp","farfantepenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","litopenaeus setiferus",1674.0656669786,96,2000,"northern white shrimp","litopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","litopenaeus vannamei",88.4942186603948,96,2000,"whiteleg shrimp","litopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","USA","pandalus borealis",79.4672136548132,96,2000,"northern prawn","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","pandalus jordani",448.895029120605,96,2000,"ocean shrimp","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","pandalus platyceros",6.12375190187264,96,2000,"spot shrimp","pandalus",NA,"pandalidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","pleoticus robustus",12.1274302370419,96,2000,"royal red shrimp","pleoticus",NA,"solenoceridae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","sicyonia brevirostris",101.522200647712,96,2000,"rock shrimp","sicyonia",NA,"sicyoniidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","sicyonia ingentis",21.3730948732026,96,2000,"pacific rock shrimp","sicyonia",NA,"sicyoniidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","USA","xiphopenaeus kroyeri",104.185192630907,96,2000,"seabob","xiphopenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","VNM","crangonidae",130.556436735947,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Inland"
"AUS","VNM","crangonidae",2394.40504973726,96,2000,"natantian decapods nei",NA,NA,"crangonidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"AUS","VNM","fenneropenaeus indicus",86.6076398754004,96,2000,"indian white prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","VNM","fenneropenaeus merguiensis",344.912545178364,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"AUS","VNM","penaeus monodon",2071.68708146186,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"BEL","AUS","fenneropenaeus merguiensis",2.12636461974365,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"BEL","AUS","metapenaeus endeavouri",2.87379905104565,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"BEL","AUS","penaeus",14.7093336082752,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"BEL","AUS","penaeus monodon",3.38585411794468,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"BEL","AUS","penaeus monodon",6.21888814238063,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CAN","AUS","fenneropenaeus merguiensis",4.91355975758862,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CAN","AUS","metapenaeus endeavouri",6.65804551790592,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CAN","AUS","penaeus",24.8874316662563,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CAN","AUS","penaeus monodon",4.75965475358062,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CAN","AUS","penaeus monodon",8.74218424000975,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHE","AUS","fenneropenaeus merguiensis",2.38242075801495,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHE","AUS","metapenaeus endeavouri",3.21986100126151,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHE","AUS","penaeus",16.4806267935114,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHE","AUS","penaeus monodon",3.79357757333938,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CHE","AUS","penaeus monodon",6.96776463670039,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHL","AUS","fenneropenaeus merguiensis",1.49170473967351,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHL","AUS","metapenaeus endeavouri",2.31845872967237,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHL","AUS","penaeus",10.7882159066025,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHL","AUS","penaeus monodon",1.4449808093125,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CHL","AUS","penaeus monodon",2.65403461223427,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","fenneropenaeus merguiensis",134.416801578433,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","marsupenaeus japonicus",21.0085196509334,96,2000,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CHN","AUS","melicertus latisulcatus",4.78828250695308,96,2000,"western king prawn","melicertus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","metapenaeus endeavouri",181.902688715228,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","penaeus",985.836644148612,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"CHN","AUS","penaeus monodon",210.318589936953,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"CHN","AUS","penaeus monodon",386.297737445077,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DEU","AUS","metapenaeus endeavouri",1.03703876602366,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DEU","AUS","penaeus",4.35975018500099,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DEU","AUS","penaeus monodon",1.66971975221109,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"DNK","AUS","penaeus",2.23283475151788,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"EGY","AUS","fenneropenaeus merguiensis",2.27432700697099,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"EGY","AUS","metapenaeus endeavouri",3.09734911176074,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"EGY","AUS","penaeus",15.7694599842591,96,2000,"penaeus shrimps nei","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"EGY","AUS","penaeus monodon",3.54892603159433,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"EGY","AUS","penaeus monodon",6.51840665523574,96,2000,"giant tiger prawn","penaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ESP","AUS","fenneropenaeus merguiensis",166.854567342065,96,2000,"banana prawn","fenneropenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ESP","AUS","marsupenaeus japonicus",26.0973790541853,96,2000,"kuruma prawn","marsupenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Aquaculture","Marine"
"ESP","AUS","melicertus latisulcatus",5.95680646998524,96,2000,"western king prawn","melicertus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
"ESP","AUS","metapenaeus endeavouri",226.293897963026,96,2000,"endeavour shrimp","metapenaeus",NA,"penaeidae","decapoda","malacostraca",NA,"arthropoda","animalia","Shrimps, prawns","Capture","Marine"
